Time,P (deg/s),Q (deg/s),R (deg/s),Pitch deflection (deg),Roll deflection (deg),Yaw deflection ,P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),F_{Drag} (lbs),F_{Side} (lbs),F_{Lift} (lbs),L/D,F_{Aero x} (lbs),F_{Aero y} (lbs),F_{Aero z} (lbs),F_{Gear x} (lbs),F_{Gear y} (lbs),F_{Gear z} (lbs),F_{Total x} (lbs),F_{Total y} (lbs),F_{Total z} (lbs),L_{Aero} (ft-lbs),M_{Aero} ( ft-lbs),N_{Aero} (ft-lbs),L_{Prop} (ft-lbs),L_{Gear} (ft-lbs),M_{Gear} (ft-lbs),N_{Gear} (ft-lbs),L_{Total} (ft-lbs),M_{Total} (ft-lbs),N_{Total} (ft-lbs),Temperature (R),P_{Ambient} (psf),Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Alpha (deg),Beta (deg),X_{ECI} (ft),Earth Position Angle (deg),Distance AGL (ft),navigation/actual-heading-rad,systems/mixture-cmd-norm,guidance/delta-lon-rad,guidance/heading-to-waypoint-rad,guidance/wp-distance-a,guidance/wp-distance,guidance/heading-to-waypoint-positive,guidance/wp-heading-rad,guidance/wp-heading-deg,guidance/selected_target_heading,guidance/x1,guidance/y1,guidance/x2,guidance/y2,guidance/angle-to-heading-rad,guidance/x1y2,guidance/x2y1,guidance/angle-to-heading-sense,ap/roll-autopilot-windup-trigger,ap/limited-roll-angle-rad,ap/limited-roll-angle-error,ap/roll-rate-pid-control,ap/total-limited-roll-rate,ap/limited-roll-rate-error,ap/roll-command-pid-control,ap/roll-cmd-smoother,fcs/wing-leveler-ap-on-off,fcs/roll-ap-error-pid,fcs/heading-true-degrees,fcs/heading-error,fcs/heading-error-bias-switch,fcs/heading-corrected,fcs/heading-command,fcs/heading-roll-error-lag,fcs/heading-roll-error,fcs/altitude-error,fcs/alt-error-lag,fcs/hdot-command,fcs/hdot-error,fcs/elevator-actuator,Nose Gear WOW,Nose Gear stroke (ft),Nose Gear stroke velocity (ft/sec),Nose Gear compress force (lbs),Nose Gear wheel side force (lbs),Nose Gear wheel roll force (lbs),Nose Gear body X force (lbs),Nose Gear body Y force (lbs),Nose Gear wheel velocity vec X (ft/sec),Nose Gear wheel velocity vec Y (ft/sec),Nose Gear wheel rolling velocity (ft/sec),Nose Gear wheel side velocity (ft/sec),Nose Gear wheel slip (deg),Left Main Gear WOW,Left Main Gear stroke (ft),Left Main Gear stroke velocity (ft/sec),Left Main Gear compress force (lbs),Left Main Gear wheel side force (lbs),Left Main Gear wheel roll force (lbs),Left Main Gear body X force (lbs),Left Main Gear body Y force (lbs),Left Main Gear wheel velocity vec X (ft/sec),Left Main Gear wheel velocity vec Y (ft/sec),Left Main Gear wheel rolling velocity (ft/sec),Left Main Gear wheel side velocity (ft/sec),Left Main Gear wheel slip (deg),Right Main Gear WOW,Right Main Gear stroke (ft),Right Main Gear stroke velocity (ft/sec),Right Main Gear compress force (lbs),Right Main Gear wheel side force (lbs),Right Main Gear wheel roll force (lbs),Right Main Gear body X force (lbs),Right Main Gear body Y force (lbs),Right Main Gear wheel velocity vec X (ft/sec),Right Main Gear wheel velocity vec Y (ft/sec),Right Main Gear wheel rolling velocity (ft/sec),Right Main Gear wheel side velocity (ft/sec),Right Main Gear wheel slip (deg), Total Gear Force_X (lbs), Total Gear Force_Y (lbs), Total Gear Force_Z (lbs), Total Gear Moment_L (ft-lbs), Total Gear Moment_M (ft-lbs), Total Gear Moment_N (ft-lbs),IO320 Power Available (engine 0 in ft-lbs/sec),IO320 HP (engine 0),IO320 equivalent ratio (engine 0),IO320 MAP (engine 0 in inHg),Fixed-Pitch 75-inch Two-Blade Propeller Torque (engine 0),vrp-gc-latitude deg,vrp-longitude deg,vrp-radius-ft
2.08325,0.5241,1.0273,0.0014,0.9277,0.910053201,-0.005082083,0.527055384,-1.027283449,-0.001523042,8.44E-06,2625.903686,0.084268158,1079.028575,0.075087483,0.038245364,-0.000533473,0.075087483,0.038245364,-0.000533473,1074.668659,-96.90168126,0.053975785,0.042781818,0.048553611,0.053975785,0.07508263,0.038238163,-0.001250658,-5.10E-05,-0.000104524,0.002558508,50.19436183,-5.10E-05,-0.000104524,0.002558508,21.81603151,7.457787825,-2681.614358,21.81598054,7.457683301,-2681.6118,-0.048313623,0.04702805,-0.003128864,5.83E-05,-37.88971257,9.657359284,-0.28139037,-37.93796792,9.704387334,-0.284519234,518.6550872,2115.8996,4.189961467,4.189961467,-0.159343776,0.466112541,359.9957495,0,0,-1329521.564,0.008703973,4.189961467,6.28611112,0.999480208,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.99999572,0.002925811,0.063771748,0.99796451,1.50405546,0.997960239,0.000186584,1,1,0.523,0.002781074,0.08250775,0.348,0.073360879,0.183402197,0.19013436,-1,0.018103841,360.022267,-360.022267,360,-0.022267309,-0.000388565,-0.000266012,0.002515062,-4.18996147,-3.72967643,-0.4474049,-0.448655558,0.002,1,0.2832,0.0776887,-548.6025288,-7.890791616,-7.365575424,4.463219326,1.525712568,-0.000676057,-0.000298576,-0.000676057,-0.000298576,-69.5477,1,0.21058,-0.0577426,-1118.645015,9.179750584,22.64354297,9.100576271,3.110827686,0.000425692,7.80E-05,0.000425692,7.80E-05,-69.548,1,0.18729,0.0188681,-1014.366815,1.290219042,10.46358556,8.252235914,2.821247572,-0.000197604,-0.000135057,-0.000197604,-0.000135057,-69.5486,21.816,7.45779,-2681.61,-37.8897,9.65736,-0.28139,-825,-1.5,1.29953,29.9157,5.83E-05,45.00000057,-95.16383891,20925654.56
2.091583,0.5163,1.0197,0.0014,1.1792,1.031687984,-0.00666308,0.519325511,-1.019699752,-0.001564946,8.29E-06,2602.407326,0.083514134,1079.028012,0.074521065,0.037677278,0.001282271,0.074521065,0.037677278,0.001282271,1074.668239,-96.90007328,0.052287487,0.042302791,0.049508618,0.052287487,0.074530887,0.037675125,0.000585214,-5.01E-05,-0.000102085,0.002517558,50.28686784,-5.01E-05,-0.000102085,0.002517558,21.42453466,7.256489536,-2682.764524,21.4244846,7.256387451,-2682.762007,-0.047172308,0.046261844,-0.003054687,5.74E-05,-49.23397262,16.41839911,-0.348772633,-49.28108753,16.46466095,-0.35182732,518.6550872,2115.8996,4.189964134,4.189964134,-0.154976357,0.457552186,359.9957847,0,0,-1329512.608,0.008738789,4.189964134,6.28611174,0.999480208,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.999995718,0.002926426,0.063771748,0.99796451,1.50405484,0.997960237,0.000186623,1,1,0.523,0.002704848,0.080230684,0.348,0.071218717,0.178046792,0.184599302,-1,0.020264562,360.022303,-360.022303,360,-0.022302523,-0.000389179,-0.000266522,0.002438325,-4.18996413,-3.73349608,-0.447863098,-0.447277884,0.002,1,0.28385,0.0789157,-550.3951706,-8.933690246,-7.484484191,4.395564417,1.488743403,-0.000671407,-0.000293833,-0.000671407,-0.000293833,-69.5477,1,0.2101,-0.0552333,-1116.891268,8.442799923,22.56271891,8.919424838,3.020814072,0.000399853,6.90E-05,0.000399853,6.90E-05,-69.548,1,0.18745,0.0202473,-1015.478085,1.296151738,9.491152829,8.109545408,2.746932062,-0.000202939,-0.000135185,-0.000202939,-0.000135185,-69.5486,21.4245,7.25649,-2682.76,-49.234,16.4184,-0.348773,-825,-1.5,1.29953,29.9157,5.74E-05,45.00000057,-95.16383891,20925654.56
2.099916,0.5065,1.0111,0.0013,1.4207,1.144150268,-0.008133887,0.509499601,-1.011102475,-0.001620027,8.12E-06,2575.887975,0.082663099,1079.027296,0.073881664,0.036956823,0.002980071,0.073881664,0.036956823,0.002980071,1074.667654,-96.89858663,0.050629512,0.041659229,0.050342319,0.050629512,0.073904687,0.036959139,0.002303745,-4.90E-05,-9.92E-05,0.002471622,50.39110196,-4.90E-05,-9.92E-05,0.002471622,21.03614197,7.058196943,-2683.976728,21.03609292,7.058097789,-2683.974256,-0.045799147,0.045402883,-0.002965407,5.64E-05,-60.14966949,22.67551429,-0.411802595,-60.19541223,22.72091717,-0.414768002,518.6550872,2115.8996,4.18995199,4.18995199,-0.150673361,0.449055023,359.9958188,0,0,-1329503.653,0.008773605,4.18995199,6.28611233,0.999480208,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.999995716,0.00292702,0.063771748,0.99796451,1.50405425,0.997960235,0.000186661,1,1,0.523,0.002629746,0.077991134,0.348,0.069150654,0.172876635,0.179224402,-1,0.02172575,360.022337,-360.022337,360,-0.022336574,-0.000389773,-0.000267034,0.002362713,-4.18995199,-3.737284,-0.44831749,-0.446013745,0.002,1,0.28452,0.079943,-552.1054963,-9.943106905,-7.602614637,4.327337946,1.451905378,-0.000664978,-0.000288006,-0.000664978,-0.000288006,-69.5477,1,0.20965,-0.0526746,-1115.263582,7.735683493,22.49829562,8.741016034,2.932653216,0.00037437,6.07E-05,0.00037437,6.07E-05,-69.548,1,0.18763,0.0213695,-1016.60765,1.298989533,8.56203325,7.967787986,2.673638349,-0.000205936,-0.00013399,-0.000205936,-0.00013399,-69.5486,21.0361,7.0582,-2683.98,-60.1497,22.6755,-0.411803,-825,-1.5,1.29953,29.9157,5.64E-05,45.00000057,-95.16383891,20925654.56
2.108249,0.4947,1.0016,0.0012,1.6516,1.247450777,-0.009492408,0.497661149,-1.001568055,-0.001687368,7.94E-06,2546.431796,0.081717817,1079.026433,0.07317499,0.036089841,0.004554769,0.07317499,0.036089841,0.004554769,1074.666911,-96.89722153,0.04900966,0.040856997,0.051054488,0.04900966,0.073209758,0.036096065,0.003899632,-4.79E-05,-9.58E-05,0.002421132,50.5103031,-4.79E-05,-9.58E-05,0.002421132,20.65110043,6.863677142,-2685.234686,20.6510525,6.863581372,-2685.232265,-0.044212151,0.044458805,-0.002862207,5.53E-05,-70.59613832,28.43401404,-0.470247872,-70.64029513,28.47847285,-0.473110079,518.6550873,2115.899602,4.189926039,4.189926039,-0.146452256,0.440629499,359.9958516,0,0,-1329494.698,0.008808421,4.189926039,6.2861129,0.999480209,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.999995715,0.002927592,0.063771748,0.99796451,1.50405368,0.997960234,0.000186698,1,1,0.523,0.002556074,0.075798121,0.348,0.067164253,0.167910633,0.174029979,-1,0.022493551,360.022369,-360.022369,360,-0.022369352,-0.000390345,-0.000267545,0.002288529,-4.18992604,-3.74104032,-0.448768092,-0.44486846,0.002,1,0.28519,0.0807714,-553.7308638,-10.91404712,-7.719758707,4.258643508,1.415384864,-0.000656768,-0.00028143,-0.000656768,-0.00028143,-69.5477,1,0.20922,-0.0500791,-1113.760054,7.060767637,22.44736142,8.565437941,2.846645903,0.000349476,5.30E-05,0.000349476,5.30E-05,-69.548,1,0.18781,0.0222343,-1017.743768,1.298856761,7.67798319,7.827018981,2.601646375,-0.0002066,-0.0001318,-0.0002066,-0.0001318,-69.5486,20.6511,6.86368,-2685.23,-70.5961,28.434,-0.470248,-825,-1.5,1.29953,29.9157,5.53E-05,45.00000057,-95.1638389,20925654.56
2.116582,0.4809,0.9912,0.0012,1.8707,1.341830632,-0.010733612,0.48389912,-0.991172836,-0.001766034,7.74E-06,2514.147631,0.080681783,1079.025429,0.072406509,0.035082963,0.006002766,0.072406509,0.035082963,0.006002766,1074.666015,-96.89597735,0.047434461,0.039902837,0.05164577,0.047434461,0.072451602,0.03509256,0.005369143,-4.67E-05,-9.20E-05,0.002366536,50.64740613,-4.67E-05,-9.20E-05,0.002366536,20.26964494,6.673673658,-2686.523053,20.26959821,6.673581685,-2686.520687,-0.042430996,0.043437729,-0.002746377,5.42E-05,-80.53504253,33.7024538,-0.523910408,-80.57741934,33.74589153,-0.526656786,518.6550874,2115.899605,4.189887319,4.189887319,-0.142329813,0.432283424,359.995883,0,0,-1329485.743,0.008843237,4.189887319,6.28611345,0.99948021,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.999995713,0.00292814,0.063771748,0.99796451,1.50405313,0.997960232,0.000186733,1,1,0.523,0.002484124,0.073660279,0.348,0.065266596,0.163166491,0.169035169,-1,0.022578107,360.022401,-360.022401,360,-0.022400758,-0.000390893,-0.000268057,0.002216067,-4.18988732,-3.74476521,-0.449214923,-0.44384578,0.002,1,0.28587,0.0814033,-555.2694371,-11.84304708,-7.835706158,4.189586505,1.379365578,-0.000647005,-0.000274053,-0.000647005,-0.000274053,-69.5477,1,0.20881,-0.0474582,-1112.37858,6.419915076,22.40809639,8.392765849,2.763078612,0.000325159,4.61E-05,0.000325159,4.61E-05,-69.548,1,0.188,0.0228433,-1018.875036,1.295885712,6.840464933,7.687292583,2.531229468,-0.000205174,-0.000128556,-0.000205174,-0.000128556,-69.5486,20.2696,6.67367,-2686.52,-80.535,33.7025,-0.52391,-825,-1.5,1.29953,29.9157,5.42E-05,45.00000058,-95.1638389,20925654.56
2.124915,0.4653,0.9800,0.0011,2.0776,1.42746428,-0.011855685,0.468310629,-0.979991156,-0.001855048,7.52E-06,2479.17059,0.079559331,1079.024292,0.07158168,0.033943182,0.007321926,0.07158168,0.033943182,0.007321926,1074.664975,-96.89485243,0.045909405,0.038803953,0.052117817,0.045909405,0.071635722,0.033955649,0.006710018,-4.54E-05,-8.78E-05,0.0023083,50.80484356,-4.54E-05,-8.78E-05,0.0023083,19.89199812,6.488903996,-2687.827519,19.89195269,6.488816187,-2687.825211,-0.040477069,0.042348164,-0.00261932,5.30E-05,-89.93030294,38.49206373,-0.572626761,-89.97072705,38.53441189,-0.575246081,518.6550876,2115.899609,4.189836893,4.189836893,-0.13832206,0.424023969,359.9959129,0,0,-1329476.788,0.008878052,4.189836893,6.28611397,0.999480212,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.999995711,0.002928663,0.063771748,0.99796451,1.50405261,0.997960231,0.000186766,1,1,0.523,0.002414175,0.071585846,0.348,0.063464227,0.158660567,0.164257869,-1,0.021991833,360.022431,-360.022431,360,-0.022430708,-0.000391416,-0.000268569,0.002145607,-4.18983689,-3.74845881,-0.449658003,-0.442947984,0.002,1,0.28655,0.0818424,-556.7201012,-12.72602547,-7.950247102,4.120272712,1.344027261,-0.000635773,-0.00026605,-0.000635773,-0.00026605,-69.5477,1,0.20842,-0.0448223,-1111.116948,5.814980141,22.37782099,8.223063395,2.682223376,0.000301543,3.98E-05,0.000301543,3.98E-05,-69.548,1,0.1882,0.0232004,-1019.99047,1.290243967,6.050691604,7.548662015,2.462653359,-0.00020176,-0.00012443,-0.00020176,-0.00012443,-69.5486,19.892,6.4889,-2687.83,-89.9303,38.4921,-0.572627,-825,-1.5,1.29953,29.9157,5.30E-05,45.00000058,-95.1638389,20925654.56
2.133248,0.4480,0.9681,0.0010,2.2713,1.504645617,-0.012856035,0.450998708,-0.968095897,-0.001953417,7.30E-06,2441.661402,0.078355619,1079.023029,0.070705747,0.032678054,0.008511469,0.070705747,0.032678054,0.008511469,1074.663798,-96.89384434,0.044438875,0.037568184,0.05247305,0.044438875,0.070767421,0.032692923,0.007921361,-4.41E-05,-8.33E-05,0.002246901,50.98457172,-4.41E-05,-8.33E-05,0.002246901,19.51837017,6.310055812,-2689.134813,19.5183261,6.309972487,-2689.132566,-0.038372979,0.041198945,-0.002482514,5.17E-05,-98.74893392,42.81661968,-0.616273621,-98.78725523,42.85781863,-0.618756134,518.6550878,2115.899614,4.189775843,4.189775843,-0.134444219,0.415857689,359.9959413,0,0,-1329467.833,0.008912868,4.189775843,6.28611447,0.999480214,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.99999571,0.002929159,0.063771748,0.99796451,1.50405211,0.997960229,0.000186798,1,1,0.523,0.002346494,0.069582623,0.348,0.061763146,0.154407865,0.159714672,-1,0.020750263,360.022459,-360.022459,360,-0.022459129,-0.000391912,-0.00026908,0.002077414,-4.18977584,-3.7521213,-0.45009735,-0.44217599,0.002,1,0.28724,0.0820936,-558.0824397,-13.55964817,-8.063225131,4.050807534,1.309544345,-0.000623259,-0.000257464,-0.000623259,-0.000257464,-69.5477,1,0.20805,-0.0421809,-1109.972753,5.247543439,22.35432688,8.056382517,2.604336679,0.000278644,3.42E-05,0.000278644,3.42E-05,-69.548,1,0.1884,0.0233111,-1021.07962,1.282096578,5.309660779,7.411180121,2.396174788,-0.000196568,-0.000119464,-0.000196568,-0.000119464,-69.5486,19.5184,6.31006,-2689.13,-98.7489,42.8166,-0.616274,-825,-1.5,1.29953,29.9157,5.17E-05,45.00000058,-95.1638389,20925654.56
2.141581,0.4291,0.9556,0.0009,2.4512,1.573654457,-0.013734009,0.43207278,-0.955557493,-0.002060126,7.06E-06,2401.807834,0.077076674,1079.021649,0.069783835,0.031295518,0.009571865,0.069783835,0.031295518,0.009571865,1074.662493,-96.8929499,0.043026282,0.036203827,0.052714662,0.043026282,0.069851888,0.031312358,0.009003536,-4.26E-05,-7.86E-05,0.002182822,51.1879376,-4.26E-05,-7.86E-05,0.002182822,19.14895925,6.137784158,-2690.432825,19.1489166,6.137705587,-2690.430643,-0.036142314,0.039999141,-0.002337502,5.03E-05,-106.9606711,46.69190072,-0.654764754,-106.9967631,46.73189986,-0.657102256,518.6550881,2115.899619,4.189705234,4.189705234,-0.130710649,0.40779053,359.9959682,0,0,-1329458.877,0.008947684,4.189705234,6.28611494,0.999480217,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.999995709,0.002929627,0.063771748,0.99796451,1.50405164,0.997960228,0.000186827,1,1,0.523,0.002281331,0.067657948,0.348,0.060168784,0.150421959,0.155420817,-1,0.018871442,360.022486,-360.022486,360,-0.022485963,-0.00039238,-0.000269592,0.002011739,-4.18970523,-3.75575285,-0.450532987,-0.441529451,0.002,1,0.28793,0.082163,-559.3566599,-14.34051525,-8.17442563,3.981294907,1.276084705,-0.000609583,-0.000248419,-0.000609583,-0.000248419,-69.5477,1,0.2077,-0.0395425,-1108.943541,4.719044029,22.33503497,7.892765016,2.529659254,0.000256526,2.93E-05,0.000256526,2.93E-05,-69.548,1,0.1886,0.0231828,-1022.132624,1.271627417,4.618095795,7.274899324,2.332040199,-0.000189747,-0.000113779,-0.000189747,-0.000113779,-69.5486,19.149,6.13778,-2690.43,-106.961,46.6919,-0.654765,-825,-1.5,1.29953,29.9157,5.03E-05,45.00000058,-95.1638389,20925654.56
2.149914,0.4087,0.9425,0.0008,2.6167,1.634839322,-0.014489139,0.411647513,-0.942444047,-0.002174158,6.81E-06,2359.82321,0.075729341,1079.020159,0.068820848,0.029803941,0.010504713,0.068820848,0.029803941,0.010504713,1074.661067,-96.89216529,0.041674081,0.034719668,0.052846463,0.041674081,0.068894101,0.029822359,0.009958051,-4.12E-05,-7.36E-05,0.00211655,51.41566087,-4.12E-05,-7.36E-05,0.00211655,18.78394948,5.97270761,-2691.710342,18.78390832,5.972634012,-2691.708226,-0.033809195,0.038757966,-0.002185858,4.90E-05,-114.5382481,50.13578004,-0.68805107,-114.5720083,50.17453801,-0.690236928,518.6550884,2115.899625,4.189626146,4.189626146,-0.127134801,0.39982785,359.9959934,0,0,-1329449.922,0.0089825,4.189626146,6.28611538,0.99948022,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.999995707,0.002930067,0.063771748,0.99796451,1.5040512,0.997960227,0.000186855,1,1,0.523,0.002218921,0.065818673,0.348,0.05868599,0.146714974,0.151390137,-1,0.016376101,360.022511,-360.022511,360,-0.02251116,-0.00039282,-0.000270104,0.001948817,-4.18962615,-3.75935364,-0.450964934,-0.441006884,0.002,1,0.28862,0.0820575,-560.5435547,-15.06568936,-8.283769703,3.911836626,1.243808533,-0.000594909,-0.000238986,-0.000594909,-0.000238986,-69.5477,1,0.20738,-0.036915,-1108.026654,4.230723556,22.31762607,7.73224205,2.458415041,0.000235204,2.51E-05,0.000235204,2.51E-05,-69.548,1,0.18879,0.0228244,-1023.140133,1.259025344,3.97655461,7.139870807,2.270484035,-0.000181491,-0.000107448,-0.000181491,-0.000107448,-69.5486,18.7839,5.97271,-2691.71,-114.538,50.1358,-0.688051,-825,-1.5,1.29953,29.9157,4.90E-05,45.00000058,-95.1638389,20925654.56
2.158247,0.3869,0.9288,0.0006,2.7674,1.688551874,-0.015122138,0.389842638,-0.928820757,-0.002294488,6.56E-06,2315.945941,0.07432127,1079.018568,0.067821501,0.028212032,0.011312668,0.067821501,0.028212032,0.011312668,1074.659531,-96.89148611,0.040383842,0.033124886,0.052872852,0.040383842,0.067898852,0.028231675,0.010787475,-3.96E-05,-6.85E-05,0.002048568,51.66772889,-3.96E-05,-6.85E-05,0.002048568,18.42351356,5.815406295,-2692.957418,18.42347391,5.815337839,-2692.95537,-0.031397922,0.03748467,-0.00202917,4.75E-05,-121.4575518,53.16748707,-0.716121307,-121.4889022,53.20497174,-0.718150477,518.6550887,2115.899632,4.189539634,4.189539634,-0.123729169,0.391974443,359.9960169,0,0,-1329440.967,0.009017316,4.189539634,6.28611579,0.999480223,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.999995706,0.002930477,0.063771748,0.99796451,1.50405079,0.997960225,0.000186882,1,1,0.523,0.002159481,0.064071139,0.348,0.057319016,0.143297539,0.147635019,-1,0.013287363,360.022535,-360.022535,360,-0.022534687,-0.00039323,-0.000270615,0.001888867,-4.18953963,-3.76292387,-0.451393215,-0.44060574,0.002,1,0.28931,0.0817851,-561.644444,-15.73239214,-8.391063708,3.842531588,1.2128673,-0.00057937,-0.000229261,-0.00057937,-0.000229261,-69.5477,1,0.20707,-0.0343055,-1107.219434,3.783616887,22.29962668,7.574836168,2.390811136,0.000214709,2.15E-05,0.000214709,2.15E-05,-69.548,1,0.18899,0.0222465,-1024.09354,1.244495959,3.385321131,7.006145802,2.211727858,-0.000171968,-0.000100568,-0.000171968,-0.000100568,-69.5486,18.4235,5.81541,-2692.96,-121.458,53.1675,-0.716121,-825,-1.5,1.29953,29.9157,4.75E-05,45.00000058,-95.1638389,20925654.56
2.16658,0.3638,0.9148,0.0005,2.9028,1.735180943,-0.015634148,0.366782145,-0.914749888,-0.002420098,6.31E-06,2270.437166,0.072860843,1079.016886,0.066790276,0.026528823,0.011999295,0.066790276,0.026528823,0.011999295,1074.657894,-96.89090751,0.039156322,0.031429031,0.052798683,0.039156322,0.066870704,0.026549378,0.011495302,-3.81E-05,-6.32E-05,0.001979352,51.94335217,-3.81E-05,-6.32E-05,0.001979352,18.06781146,5.666418688,-2694.165197,18.06777335,5.666355491,-2694.163217,-0.02893255,0.036188446,-0.001869004,4.61E-05,-127.6979785,55.80769829,-0.73900186,-127.7268649,55.84388673,-0.740870864,518.655089,2115.899639,4.189446721,4.189446721,-0.120505248,0.384234557,359.9960387,0,0,-1329432.012,0.009052132,4.189446721,6.28611617,0.999480226,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.999995705,0.002930858,0.063771748,0.99796451,1.50405041,0.997960224,0.000186906,1,1,0.523,0.002103213,0.062421157,0.348,0.056071508,0.140178771,0.144166373,-1,0.009630726,360.022557,-360.022557,360,-0.022556517,-0.000393611,-0.000271125,0.001832088,-4.18944672,-3.76646372,-0.451817853,-0.440322551,0.002,1,0.28999,0.0813544,-562.6611537,-16.33825478,-8.496239205,3.773475418,1.183402887,-0.000563113,-0.000219323,-0.000563113,-0.000219323,-69.5477,1,0.20679,-0.0317202,-1106.519095,3.378585959,22.27876605,7.420561002,2.327036943,0.000195049,1.86E-05,0.000195049,1.86E-05,-69.548,1,0.18918,0.0214607,-1024.984948,1.228237071,2.84449884,6.873775038,2.155978858,-0.00016136,-9.32E-05,-0.00016136,-9.32E-05,-69.5486,18.0678,5.66642,-2694.17,-127.698,55.8077,-0.739002,-825,-1.5,1.29953,29.9157,4.61E-05,45.00000059,-95.1638389,20925654.56
2.174913,0.3396,0.9003,0.0004,3.0224,1.775123351,-0.016027481,0.342593743,-0.90029047,-0.002549982,6.05E-06,2223.578514,0.071357097,1079.015121,0.065731423,0.024763606,0.012568973,0.065731423,0.024763606,0.012568973,1074.656166,-96.89042423,0.037991535,0.029641944,0.05262921,0.037991535,0.065813991,0.024784797,0.012085846,-3.65E-05,-5.79E-05,0.001909367,52.24088102,-3.65E-05,-5.79E-05,0.001909367,17.71699045,5.526239118,-2695.325883,17.71695391,5.526181248,-2695.323973,-0.026436502,0.034878313,-0.001706886,4.47E-05,-133.2418985,58.07797966,-0.756751729,-133.2682903,58.11285797,-0.758458615,518.6550894,2115.899647,4.189348403,4.189348403,-0.1174735,0.37661192,359.9960588,0,0,-1329423.057,0.009086948,4.189348403,6.28611652,0.99948023,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.999995704,0.002931209,0.063771748,0.99796451,1.50405006,0.997960223,0.000186928,1,1,0.523,0.002050299,0.060873988,0.348,0.0549465,0.13736625,0.140993602,-1,0.005433848,360.022577,-360.022577,360,-0.022576638,-0.000393962,-0.000271635,0.001778664,-4.1893484,-3.76997341,-0.452238871,-0.440153025,0.002,1,0.29067,0.0807744,-563.5959072,-16.88112616,-8.59916996,3.70475957,1.155546652,-0.000546267,-0.000209254,-0.000546267,-0.000209254,-69.5477,1,0.20653,-0.029165,-1105.922827,3.016291432,22.25274945,7.26942257,2.267263946,0.000176236,1.63E-05,0.000176236,1.63E-05,-69.548,1,0.18936,0.02048,-1025.807148,1.210461632,2.353987071,6.742808315,2.10342852,-0.000149838,-8.55E-05,-0.000149838,-8.55E-05,-69.5486,17.717,5.52624,-2695.33,-133.242,58.078,-0.756752,-825,-1.5,1.29953,29.9157,4.47E-05,45.00000059,-95.1638389,20925654.56
